,tagID,value,uses,popularity
5085,3633,alone with everybody,1,1
5086,3632,his music describes my empty love,1,1
5087,8881,swings like hell,1,1
5088,8880,hotrod,1,1
5089,8879,cute girl rock,1,1
5090,8878,pre-war blues,1,1
5091,8877,poor boy songs,1,1
5092,8876,rhythm'n'blues,1,1
5093,8875,murder ballad,1,1
5094,8873,kill billish,1,1
5095,822,basque,1,1
5096,8872,dark alley,1,1
5097,3634,human conditions,1,1
5098,3635,hot french,1,1
5099,3636,english romance,1,1
5100,3637,fuckable,1,1
5101,3638,and you wish you could hide,1,1
5102,3639,sadjes,1,1
5103,3640,pirry,1,1
5104,8883,floorfiller,1,1
5105,818,greatest rock anthems,1,1
5106,3627,the mix kid,1,1
5107,8886,anathema,1,1
5108,8909,rolesong,1,1
5109,8908,alchemic rock,1,1
5110,8907,rpg music,1,1
5111,8905,minstrel,1,1
5112,3611,awesomeness in the form of sound,1,1
5113,8903,russian underground,1,1
5114,3612,zeppelin,1,1
5115,3613,things i like,1,1
5116,3614,songs that make me sad in a good way,1,1
5117,3617,selena,1,1
5118,3623,southampton,1,1
5119,3624,the k,1,1
5120,8895,rise against,1,1
5121,8894,anarcho-punk,1,1
5122,8893,peace punk,1,1
5123,3625,lhp records,1,1
5124,8887,killswitch engage,1,1
5125,3641,the world guess by pirry,1,1
5126,3643,the darkness litgless,1,1
5127,9039,christina aguilera beautiful,1,1
5128,8823,musician,1,1
5129,8835,awesome metal,1,1
5130,8834,driving tunes,1,1
5131,8830,wish i could see live,1,1
5132,8829,progressive indie metal,1,1
5133,867,grace,1,1
5134,872,quiet storm,1,1
5135,8825,slip jig,1,1
5136,8824,accordian,1,1
5137,8822,matt hendricks,1,1
5138,3644,joy division - the ugly beatifull,1,1
5139,8813,ceili,1,1
5140,8809,jeff ksiazek,1,1
5141,8808,amy richter,1,1
5142,8807,heather lewin-tiarks,1,1
5143,8806,low whistle,1,1
5144,3665,electro trance,1,1
5145,8803,bodhran,1,1
5146,8802,hot guys,1,1
5147,8836,cheese,1,1
5148,8837,virtuoso,1,1
5149,8838,late nite tunes,1,1
5150,8839,progressive power metal,1,1
5151,3645,and the darkness lightless,1,1
5152,857,disco classic,1,1
5153,3646,the beatifull ugly,1,1
5154,862,90s jam,1,1
5155,3647,disorder from joy division-post-punk,1,1
5156,866,miss grace jones,1,1
5157,3648,word best songs,1,1
5158,3649,vietnam,1,1
5159,3650,the rolling stones,1,1
5160,2090,depressive suicidal black metal,1,1
5161,2086,hair style,1,1
5162,2085,warped tour,1,1
5163,8845,female singer,1,1
5164,8844,virgin,1,1
5165,8843,its friday,1,1
5166,8841,fake,1,1
5167,3661,lestfm artist,1,1
5168,3608,led zeppelin tracks,1,1
5169,3607,tolkien,1,1
5170,8912,blues guitarists,1,1
5171,3587,sounds of the universe,1,1
5172,9007,my life as liz,1,1
5173,9006,liz lee,1,1
5174,2112,70's rock,1,1
5175,9003,electrohop,1,1
5176,9002,bitter-sweet,1,1
5177,8999,irresitable,1,1
5178,8998,the lights,1,1
5179,8997,hmm,1,1
5180,2111,wiser time,1,1
5181,8913,uuaaj,1,1
5182,8994,heartswelling,1,1
5183,8993,smokeyblues,1,1
5184,2110,carmen sclafani,1,1
5185,8987,nerd rap,1,1
5186,8984,darkness,1,1
5187,8983,medo,1,1
5188,8982,celtic pop,1,1
5189,8981,light pop relaxing,1,1
5190,9008,paramore still a band,1,1
5191,9012,two step,1,1
5192,2114,there and back again,1,1
5193,3582,ozgun,1,1
5194,9037,scissors sisters,1,1
5195,9036,fire with fire,1,1
5196,9035,synth rock,1,1
5197,9032,beyond alive,1,1
5198,9029,carah faye i love you sua linda,1,1
5199,9028,mt bao,1,1
5200,9027,la cancion de mi generacion,1,1
5201,9026,funk to funky,1,1
5202,9025,major tom,1,1
5203,9022,mas grandes que jesus,1,1
5204,2116,all for one,1,1
5205,3580,blacksea,1,1
5206,9019,viaje mistico,1,1
5207,9018,arte,1,1
5208,9017,latinoamerica,1,1
5209,9016,volar,1,1
5210,9015,viaje sensorial,1,1
5211,8980,hairspray,1,1
5212,8968,beautiful piano,1,1
5213,8967,canadian heroes,1,1
5214,8936,popculture,1,1
5215,8931,awesome guitar,1,1
5216,8930,epic music,1,1
5217,8929,kings,1,1
5218,8928,das rockt,1,1
5219,8926,kings and queens,1,1
5220,8925,great video clip,1,1
5221,8924,totaly awesome,1,1
5222,8923,rock night songs,1,1
5223,8922,ubernaturatiolastrabostualism,1,1
5224,8921,uk top 40,1,1
5225,8920,feeling of happiness,1,1
5226,8919,songs that i will still be listening to in a billion years,1,1
5227,8918,iwasrecommendedthis,1,1
5228,8917,jamie t,1,1
5229,8916,bushoi-tiptop,1,1
5230,8915,running song,1,1
5231,8914,papillon,1,1
5232,813,songs you must hear before you die,1,1
5233,8943,flaw,1,1
5234,8966,sad lovely touching expressive,1,1
5235,2101,enigmatic,1,1
5236,8965,unanswered,1,1
5237,8964,darkambient,1,1
5238,8962,metal sisters,1,1
5239,8961,christian power metal,1,1
5240,8960,dirty punk rock,1,1
5241,8959,depressive synth,1,1
5242,8958,weird-noisy female but good singer at all,1,1
5243,8957,cute-cute,1,1
5244,8956,brega-rock,1,1
5245,2109,the shit,1,1
5246,2108,rei do universo,1,1
5247,2107,better than beatles,1,1
5248,2105,awesome rock,1,1
5249,2102,loveliness,1,1
5250,8947,love her so much,1,1
5251,8946,don't forget,1,1
5252,8945,echelon,1,1
5253,3500,regionalista,1,1
5254,9376,last unicorn,1,1
5255,9417,solta a franga,1,1
5256,9698,songs that make me cry,1,1
5257,9707,hip-hop latino,1,1
5258,9705,best fucking song with organs that makes you want to jizz all over the place then clean it up and say rofl,1,1
5259,9704,my favourite suede songs,1,1
5260,2177,bage,1,1
5261,9702,sings like liam gallagher on a good day,1,1
5262,9701,indiepop,1,1
5263,3398,kelly clarkson-because of you,1,1
5264,3399,kammylla,1,1
5265,9695,various,1,1
5266,9685,survive,1,1
5267,9694,80,1,1
5268,9693,simply beautiful,1,1
5269,3401,nicole,1,1
5270,9691,featuring kanye west,1,1
5271,9690,dandy,1,1
5272,9689,quinsy johs,1,1
5273,9688,my favourite song by michael jackson,1,1
5274,9687,killed,1,1
5275,9708,pedro me da meu chip,1,1
5276,9709,sandy e junior,1,1
5277,9710,phodastica,1,1
5278,9716,emofuck,1,1
5279,3391,boney m,1,1
5280,9735,pure awesomeness,1,1
5281,9734,the best voice ever,1,1
5282,9733,heatbreaker songs,1,1
5283,3392,anna nicole smith,1,1
5284,2179,before,1,1
5285,2178,poa,1,1
5286,679,gggb,1,1
5287,680,favoritesong,1,1
5288,9726,ambitions,1,1
5289,9725,somebody,1,1
5290,9724,alexandra burke,1,1
5291,9723,ruth lorenzo,1,1
5292,9722,austin drage,1,1
5293,9721,progressive pop,1,1
5294,9720,melancholic synth-pop,1,1
5295,9717,xyuta,1,1
5296,9686,immortal,1,1
5297,9684,fantastic vocal,1,1
5298,2170,wolf eyes,1,1
5299,3408,wind it up,1,1
5300,3406,gwen,1,1
5301,9653,more crap,1,1
5302,9652,richard dixon radio,1,1
5303,9651,crap music--delete this song,1,1
5304,9650,itssowonderful,1,1
5305,9649,anja,1,1
5306,9647,werner-seelenbinder-halle 1989,1,1
5307,3407,kiss kiss,1,1
5308,3409,wind it up gwen stefani,1,1
5309,9682,wa,1,1
5310,9643,prog folk  romania,1,1
5311,3412,get me bodied- beyonce,1,1
5312,3413,beyonce - get me bodied,1,1
5313,3414,beyonce - irreplaceable,1,1
5314,9637,rosetta,1,1
5315,9636,russian circles,1,1
5316,9635,this will destroy you,1,1
5317,9634,pelican,1,1
5318,3405,pussycat dolls- stickwitu,1,1
5319,9658,christian blues,1,1
5320,9659,richard dixon  radio,1,1
5321,9660,red hot   love,1,1
5322,9681,oli sykes,1,1
5323,9680,british invasion pop rock singer-songwriter classic rock british,1,1
5324,9679,trent reznor,1,1
5325,9678,sister michael jackson,1,1
5326,681,good girl gone bad,1,1
5327,3402,break the ice,1,1
5328,3403,the pussycat dolls - stickwitu,1,1
5329,3404,pcd - stick with you,1,1
5330,9673,similar to dam   anti-war   peace not war,1,1
5331,9672,overtone singing,1,1
5332,9671,red hot chilli peppers,1,1
5333,682,tip pon toe,1,1
5334,9666,sick sick sick,1,1
5335,9664,opened a show with bo years ago---him and a bongo shaker--had a fantastic sound--fine showman--dickyd,1,1
5336,9663,buddy left us way to soon,1,1
5337,9662,alternative rock  gooood,1,1
5338,9661,roger was the ---king of the road--,1,1
5339,9739,the vampire diares,1,1
5340,9740,katarina graham,1,1
5341,9741,bonnie bennett,1,1
5342,9807,darkpsy,1,1
5343,9815,puddle of mudd,1,1
5344,9814,songs about me,1,1
5345,9813,songs to hear before you die,1,1
5346,3328,lixa,1,1
5347,3329,fuck you i just want to dance and drink tonight,1,1
5348,3330,sexy pop,1,1
5349,3331,sexy bitches do it better,1,1
5350,9808,raja ram,1,1
5351,2219,ratedd,1,1
5352,9743,robot rock,1,1
5353,668,copa,1,1
5354,9804,1200 mics,1,1
5355,9803,1200 micrograms,1,1
5356,9802,skazi,1,1
5357,9801,gms,1,1
5358,3334,this song should be single,1,1
5359,3340,power electronics,1,1
5360,9798,goa trance,1,1
5361,666,not myself tonight,1,1
5362,663,riri,1,1
5363,660,woman,1,1
5364,3327,vixe,1,1
5365,9843,maroon5,1,1
5366,9842,new kids,1,1
5367,9840,bruno mars,1,1
5368,9834,acoustic emo,1,1
5369,3320,verde,1,1
5370,644,tech,1,1
5371,645,era,1,1
5372,646,ass,1,1
5373,647,00,1,1
5374,3321,the luxo ahazante tour,1,1
5375,3324,pura uncao,1,1
5376,650,jlo,1,1
5377,3325,puro fogo,1,1
5378,652,rap reggae,1,1
5379,3326,pure fire,1,1
5380,655,selena gomez in the scene,1,1
5381,656,jeffree star,1,1
5382,3355,sound collage psychedelia electronic folk,1,1
5383,2187,each,1,1
5384,669,xtina love,1,1
5385,3376,songs that tell a story,1,1
5386,2180,how,1,1
5387,672,raining men,1,1
5388,3380,japanesey,1,1
5389,3381,euro dance,1,1
5390,674,rated r,1,1
5391,675,te amo,1,1
5392,3382,i dont give a fuck,1,1
5393,3383,kabriana,1,1
5394,3384,2010 new release,1,1
5395,9761,boyz ii men,1,1
5396,3385,surrender,1,1
5397,10704,itunes,1,1
5398,9756,hurry up and save me,1,1
5399,9754,bleep-bloop punk,1,1
5400,9753,everyone high-fiving everyone,1,1
5401,9751,youth,1,1
5402,678,bestrihanna,1,1
5403,3377,teenage angst,1,1
5404,2181,banda,1,1
5405,9792,japaneseben,1,1
5406,3372,passion,1,1
5407,9791,shinee ringdingdong kpop ring ding ding k-pop,1,1
5408,9790,trash electro,1,1
5409,9789,medicine,1,1
5410,9788,them crooked vultures,1,1
5411,9787,que te valla mal mal mal cuando me veas -glee apestoso,1,1
5412,9786,road stripes,1,1
5413,9785,la lluvia xd,1,1
5414,9784,omg original in u2 :o,1,1
5415,9783,aeroelectronic punk,1,1
5416,9782,apc,1,1
5417,9781,led zeppelin  - immigrant song,1,1
5418,9780,led zeppelin - stairway to heaven,1,1
5419,9779,sertanejo universitario,1,1
5420,3367,pretentious,1,1
5421,9777,indie pop punk,1,1
5422,3369,summer songs,1,1
5423,3371,awful singing,1,1
5424,9633,isis,1,1
5425,9632,neurosis,1,1
5426,9631,explosions in the sky,1,1
5427,697,best of all,1,1
5428,9493,limds,1,1
5429,9492,forever britney spears,1,1
5430,694,ana carolina,1,1
5431,9490,ac dc,1,1
5432,9489,classic hard rock,1,1
5433,9486,henrylaurocks,1,1
5434,9484,ma dream came true,1,1
5435,9483,the probabily music of my marriage day,1,1
5436,3452,et,1,1
5437,9516,geek rock comedy,1,1
5438,3453,teenage dream,1,1
5439,3455,etherial,1,1
5440,3456,biosphere,1,1
5441,2174,twin cities,1,1
5442,699,trilha sonora,1,1
5443,3459,amiina,1,1
5444,704,ackles,1,1
5445,705,f-u-c-k me,1,1
5446,9494,the best ever,1,1
5447,9495,very sexy,1,1
5448,3451,ur so gay,1,1
5449,9497,jerk music,1,1
5450,9514,electro indie hip hop,1,1
5451,9513,i fuck to this so its chill,1,1
5452,9512,powerpop that makes meh fuzzy inside,1,1
5453,9511,makes meh cry my eyes out shit im sad,1,1
5454,9510,my hot girls,1,1
5455,9509,i love sex fires,1,1
5456,9508,i want you too,1,1
5457,9507,one of the thousands of things we have in common,1,1
5458,9506,ive got to breathe,1,1
5459,9505,sky so big that it broke my soul,1,1
5460,9504,real fucking music learn from it i love you mescudi,1,1
5461,9503,this shit fucking rawks,1,1
5462,9502,inspirational shit,1,1
5463,9501,french electronic,1,1
5464,9500,persian love,1,1
5465,9499,electro-hop,1,1
5466,9498,screamo crunkcore shit,1,1
5467,3460,buddha-bar,1,1
5468,708,get stupid,1,1
5469,9470,and i ask,1,1
5470,3476,amethystium,1,1
5471,746,progressivo,1,1
5472,3478,john cage,1,1
5473,752,bree bree,1,1
5474,759,acoustic music,1,1
5475,760,rock in rool,1,1
5476,764,post-hadcore,1,1
5477,3482,less than 3,1,1
5478,775,elvis presley,1,1
5479,2172,beautiful genius,1,1
5480,3484,cool stuff,1,1
5481,3486,one of the best songs ever,1,1
5482,3487,stock aitken waterman,1,1
5483,9424,lesbian,1,1
5484,9423,i fucking love cassie,1,1
5485,9422,gay music,1,1
5486,3493,new wave happiness,1,1
5487,9420,best voice,1,1
5488,3477,enya,1,1
5489,3475,slow dive,1,1
5490,9469,classic russian rock,1,1
5491,3474,erik satie,1,1
5492,9467,mystery,1,1
5493,9464,requiem for a dream,1,1
5494,9463,siberian punk,1,1
5495,3461,the album leaf,1,1
5496,3464,budha bar,1,1
5497,3465,coleen,1,1
5498,9455,e-l-e-c-t-r-o,1,1
5499,3466,emiliana torrini,1,1
5500,710,the best of madonna,1,1
5501,3468,thievery corporation,1,1
5502,716,joyride,1,1
5503,3469,delerium,1,1
5504,3470,musetta,1,1
5505,2173,alternrock,1,1
5506,725,vivaldi,1,1
5507,3472,halou,1,1
5508,732,antonio vivaldi,1,1
5509,9515,gay shit i love pshyeah,1,1
5510,9522,faggotari,1,1
5511,9630,labirinto,1,1
5512,9589,bleeding through,1,1
5513,9598,disco fuckin yea,1,1
5514,9596,miazga w hu,1,1
5515,9595,disco punk,1,1
5516,3416,umbrella,1,1
5517,3417,be good to me,1,1
5518,3418,fergie clumsy,1,1
5519,9591,monstrum,1,1
5520,9590,sonic syndicate,1,1
5521,9588,i love when i listen a7x,1,1
5522,2175,the better of us,1,1
5523,9587,chris daughtry,1,1
5524,9586,ignorance,1,1
5525,9585,craig david,1,1
5526,9584,hayley,1,1
5527,9583,crepusculo,1,1
5528,3419,ring the alarm,1,1
5529,9580,robert pattison,1,1
5530,9579,rob pattison,1,1
5531,9599,you are welcome in poland,1,1
5532,9600,lovelskie indie,1,1
5533,9601,kocham cie,1,1
5534,9603,miazga,1,1
5535,9629,god is an astronaut,1,1
5536,9628,red sparowes,1,1
5537,9627,godspeed you! black emperor,1,1
5538,9626,this is not deathcore,1,1
5539,9625,crustgrind,1,1
5540,9619,rock patriotyczny,1,1
5541,9616,mallcore,1,1
5542,9615,kinder,1,1
5543,3415,clumsy,1,1
5544,691,favorite by this group,1,1
5545,9612,klubowa,1,1
5546,9610,pank,1,1
5547,9609,yeah fuckin yeah,1,1
5548,9608,elwis,1,1
5549,9607,muzyka dla mietkich chlopcow,1,1
5550,9606,fisz,1,1
5551,9605,off,1,1
5552,9578,hoobastank,1,1
5553,9577,ricky martin,1,1
5554,3434,journeys,1,1
5555,9548,popcore,1,1
5556,9545,bigband,1,1
5557,9543,german punk rock,1,1
5558,9542,glory,1,1
5559,9541,sunday drive time,1,1
5560,9540,rapper,1,1
5561,9537,pitty admiravel chip novo,1,1
5562,9536,female vocalists - brazilian,1,1
5563,9535,reminds me of a special person,1,1
5564,9534,kt,1,1
5565,9533,ashey tisdale,1,1
5566,9532,lembra alguem,1,1
5567,9531,carnivore,1,1
5568,3449,polish progressive metal,1,1
5569,9528,dougie dont go into the woods,1,1
5570,9527,bee,1,1
5571,9526,how deep is your love,1,1
5572,9525,michael buble,1,1
5573,9546,the blues brothers,1,1
5574,9549,indie balladen,1,1
5575,3437,gtasa tracks,1,1
5576,3447,chalga,1,1
5577,9573,sound garden,1,1
5578,9572,backyard babies,1,1
5579,9571,khigh,1,1
5580,9568,the stone roses,1,1
5581,9567,unppluged,1,1
5582,9566,and i hate that my feet are dancing so much,1,1
5583,692,melhor cantora europeia de todos os tempos,1,1
5584,2176,five days off,1,1
5585,9559,family,1,1
5586,3446,real hard anime music,1,1
5587,9557,martin,1,1
5588,9556,anton,1,1
5589,9555,bollo,1,1
5590,9554,arne,1,1
5591,9553,karl,1,1
5592,9552,proll,1,1
5593,9551,ratzeburg,1,1
5594,10703,out of ether and friends,1,1
5595,10802,radio friendly,1,1
5596,10705,broadjam,1,1
5597,12014,brown,1,1
5598,222,people who have no talent,1,1
5599,12023,essential madonna,1,1
5600,223,umtalented,1,1
5601,224,bad,1,1
5602,12018,disco bullshit,1,1
5603,12017,late night,1,1
5604,12016,metro downtempo,1,1
5605,12015,glitchcore,1,1
5606,12011,80s pop metal,1,1
5607,220,fake boobs,1,1
5608,12009,in love,1,1
5609,12008,i love this,1,1
5610,12007,nothing is better than this,1,1
5611,12006,beautfiul intro,1,1
5612,12003,kvlt hipster metulz,1,1
5613,12002,evildead,1,1
5614,12001,cacophony,1,1
5615,12000,marty friedman,1,1
5616,221,the hills,1,1
5617,2396,famale,1,1
5618,11924,romantico,1,1
5619,2654,masterpieces,1,1
5620,12053,the people united  will never be defeated,1,1
5621,12052,this world go crazy,1,1
5622,2642,calvin,1,1
5623,2643,i fancy him,1,1
5624,2404,tvorchestvo oligofrenov,1,1
5625,2653,smash,1,1
5626,12046,bunker,1,1
5627,12045,club transmediale,1,1
5628,2655,girlgroups,1,1
5629,217,untalented,1,1
5630,2656,cheesy,1,1
5631,2657,pure pop,1,1
5632,12040,huapango,1,1
5633,2400,electrropop,1,1
5634,2399,wanessa camargo,1,1
5635,12035,este disco me hace sentir un orgasmo,1,1
5636,212,criminal,1,1
5637,2663,cute music,1,1
5638,11999,nevermore,1,1
5639,11998,metal church,1,1
5640,11995,machine head,1,1
5641,11947,all-girl,1,1
5642,11955,incredibly sexual,1,1
5643,11954,sexy guitar hey,1,1
5644,11953,synth attack,1,1
5645,2679,kawaii,1,1
5646,11951,sexy and fierce,1,1
5647,2684,clazziquai project,1,1
5648,11949,sugababes,1,1
5649,11948,remix of health,1,1
5650,11946,never have good speakers mattered less,1,1
5651,11994,diamond head,1,1
5652,2688,bruce dickinson,1,1
5653,11942,the smell,1,1
5654,2387,instrumental hip hop,1,1
5655,2379,jessie j,1,1
5656,2378,roxanne emery,1,1
5657,2703,minha,1,1
5658,11931,forever in a day,1,1
5659,11930,stadium music,1,1
5660,225,money,1,1
5661,2677,fujimoto miki,1,1
5662,2673,best motherfucking song ever,1,1
5663,2669,rock steady baby,1,1
5664,11984,life goes on,1,1
5665,11982,makes me reminisce,1,1
5666,11981,dj khalil,1,1
5667,11980,sid roams,1,1
5668,11979,epitome of hip hop,1,1
5669,11978,lyrical homicide of 50 cent,1,1
5670,11977,grimey,1,1
5671,11976,thank you based god,1,1
5672,11975,trap musik,1,1
5673,11974,best rapper ever,1,1
5674,11973,nigga got socked,1,1
5675,2667,news,1,1
5676,11969,modern day boom bap,1,1
5677,11967,axl,1,1
5678,11966,guns,1,1
5679,11965,smoking music,1,1
5680,2395,eua,1,1
5681,12054,brenna maccrimmon,1,1
5682,2641,harris,1,1
5683,2639,cheryl cole,1,1
5684,2619,whitesnake cover,1,1
5685,2615,junkie,1,1
5686,148,gd,1,1
5687,149,g-dragon,1,1
5688,2616,tarja,1,1
5689,155,park jaebum,1,1
5690,12131,underoath,1,1
5691,12129,i can play the drums,1,1
5692,12128,awesome drums,1,1
5693,12124,bone,1,1
5694,12113,deutsch rap,1,1
5695,12123,strip,1,1
5696,12122,twitch,1,1
5697,12121,meat,1,1
5698,12120,depeche,1,1
5699,12119,j dilla changed my life,1,1
5700,12117,eski,1,1
5701,12116,need my guns back,1,1
5702,12115,eskibeat,1,1
5703,2614,rocj gaucho,1,1
5704,2413,pirates of the caribbean,1,1
5705,2612,snakes on a motherfucking plane,1,1
5706,12143,lulz,1,1
5707,146,jaebeom,1,1
5708,12168,drowning pool,1,1
5709,12167,pantera - domination,1,1
5710,12164,right round,1,1
5711,12162,inna,1,1
5712,12161,andreea banica,1,1
5713,12160,fankadeli,1,1
5714,2417,attila,1,1
5715,12157,in my head forever,1,1
5716,12155,dane cook,1,1
5717,12154,accordion,1,1
5718,12153,gay metal,1,1
5719,12152,i accidentally on justin bieber once,1,1
5720,12150,corridos,1,1
5721,12148,shit only a retard would listen to,1,1
5722,12147,fgsfds,1,1
5723,2414,this is it,1,1
5724,12114,deutsche hip-hop,1,1
5725,12111,wu fam,1,1
5726,2410,kircore,1,1
5727,2626,world in my eyes,1,1
5728,12087,voice lust,1,1
5729,12086,beautifull,1,1
5730,12085,so gay,1,1
5731,12084,depressed mode,1,1
5732,2625,policy of truth,1,1
5733,12077,songs that sexually excite me,1,1
5734,12076,longview,1,1
5735,12075,thirteen senses,1,1
5736,2412,the lion king,1,1
5737,12110,no hoodie,1,1
5738,12068,nepali rock band,1,1
5739,2628,natural trance,1,1
5740,12065,marty,1,1
5741,2631,old skul electronic,1,1
5742,2633,web,1,1
5743,12062,kirk hammett,1,1
5744,12061,lars ulrich,1,1
5745,12059,james hetfield,1,1
5746,12088,wkurw,1,1
5747,12089,power dance pop,1,1
5748,2624,lillian,1,1
5749,12091,amazing pop,1,1
5750,12109,my favourite rappers,1,1
5751,12108,real rap,1,1
5752,12107,gansta rap,1,1
5753,12106,dmx,1,1
5754,12104,flow like the blood on a murder scene,1,1
5755,12103,most underrated artists,1,1
5756,12102,street music,1,1
5757,2620,nothing,1,1
5758,2621,personal jesus,1,1
5759,156,park jaebeom,1,1
5760,2622,little 15,1,1
5761,12097,cordovero,1,1
5762,157,jaebum,1,1
5763,158,jaywalkers,1,1
5764,2623,new dress,1,1
5765,168,teen rock,1,1
5766,171,my fav punk band,1,1
5767,11929,day26,1,1
5768,11923,aaaaa,1,1
5769,11675,german dream,1,1
5770,11734,hier koennte ihre werbung stehen,1,1
5771,11748,female of sorrow,1,1
5772,2769,ozzfest,1,1
5773,11745,alias,1,1
5774,11744,good-weird,1,1
5775,11740,seen live but wasnt quite sober,1,1
5776,2770,jake e lee,1,1
5777,11737,actors,1,1
5778,2773,thrash metal at  its finest,1,1
5779,11733,tru madafaking dark anal bleeding porngrind,1,1
5780,11753,ajda forever,1,1
5781,11731,this is a song about being happy,1,1
5782,11730,irish folk punk rock,1,1
5783,11728,rs,1,1
5784,11727,ou nao,1,1
5785,11726,pop metalcore,1,1
5786,11725,pop death metal,1,1
5787,11724,melodic alternative metal,1,1
5788,11723,dead by april,1,1
5789,11752,makes you dance,1,1
5790,11754,voice of beirut,1,1
5791,2704,my drug,1,1
5792,11776,momusu,1,1
5793,11784,music for car,1,1
5794,11783,freakshow,1,1
5795,11782,snsd,1,1
5796,11781,nami tamaki,1,1
5797,11780,ai otsuka,1,1
5798,2764,duff mckagen,1,1
5799,2765,izzy stradlin,1,1
5800,11777,buono,1,1
5801,2366,rock sujo,1,1
5802,11755,boyfriend material,1,1
5803,11774,c-ute,1,1
5804,11773,berryz koubou,1,1
5805,11772,ayu,1,1
5806,11771,riot,1,1
5807,11763,jap rap,1,1
5808,11759,j-electro,1,1
5809,2767,vintage,1,1
5810,11756,lollipop,1,1
5811,11722,emo by april,1,1
5812,11721,songs are like time machines,1,1
5813,11720,amazin beat,1,1
5814,11688,don dixon,1,1
5815,2358,melodic trance,1,1
5816,2786,fisc,1,1
5817,2787,ump,1,1
5818,11693,hype,1,1
5819,2788,optic 2000,1,1
5820,280,rad,1,1
5821,11690,skowee,1,1
5822,11689,post-replacements,1,1
5823,2789,suisse,1,1
5824,11719,nothing you said today is gonna bring me down,1,1
5825,11686,lisa taylor,1,1
5826,11684,queens,1,1
5827,11683,queensbridge,1,1
5828,11682,freiburgs finest,1,1
5829,11681,frankfurt am main,1,1
5830,11680,offenbach,1,1
5831,2790,varietoche,1,1
5832,11677,st. pauli,1,1
5833,2361,electro-house,1,1
5834,2782,french metal,1,1
5835,2777,hipster-hop,1,1
5836,2775,ray,1,1
5837,11718,listen to again,1,1
5838,11717,sun,1,1
5839,11716,early mtv,1,1
5840,11715,better than your music,1,1
5841,11714,songs that describes your life,1,1
5842,11713,fell in love,1,1
5843,11712,songs that makes you want to be rich,1,1
5844,11711,songs to sing in the shower,1,1
5845,11710,80s songs not actually made in the 80s,1,1
5846,11709,we run away but dont know why,1,1
5847,11708,quit these pretentious things and just punch the clock,1,1
5848,11707,i would give this two hearts if i could,1,1
5849,11706,makes want to dance,1,1
5850,11705,jared is hot,1,1
5851,11704,my love,1,1
5852,2774,ray charles,1,1
5853,11702,simply amazing,1,1
5854,11785,lemme tell you bout a girl i know,1,1
5855,11786,power groove,1,1
5856,11787,alternativ,1,1
5857,11885,future hip-hop,1,1
5858,11895,lovely sadness,1,1
5859,11894,dark magic,1,1
5860,11892,soothing nightmare,1,1
5861,11891,life saving,1,1
5862,11889,amazing collaboration,1,1
5863,11888,beautiful melody,1,1
5864,2716,dance all night,1,1
5865,11886,chi-town,1,1
5866,11884,why is this only a bonus track,1,1
5867,11861,dead music,1,1
5868,11881,baby making music,1,1
5869,2717,best she wolf song,1,1
5870,2718,viciante,1,1
5871,2719,best coreography,1,1
5872,11867,reik,1,1
5873,11866,about dreams,1,1
5874,11865,effortlessly cool,1,1
5875,11864,industrial blues,1,1
5876,11897,forlorn road songs,1,1
5877,11898,beautifle,1,1
5878,2715,5 star,1,1
5879,2714,heartbreak,1,1
5880,2705,you make me smile,1,1
5881,11919,living in the suburbs in the 1980s,1,1
5882,2706,special for me,1,1
5883,2375,comic,1,1
5884,11916,courtney love,1,1
5885,2708,amo-te,1,1
5886,11914,rufus wainwright,1,1
5887,11911,uga music,1,1
5888,11910,corey smith,1,1
5889,11909,souther rock,1,1
5890,11908,rnb breakupmusic,1,1
5891,11907,country southernrock ugamusic,1,1
5892,11906,andrew mcmahon,1,1
5893,11905,new york rap,1,1
5894,2709,brazil loves shakira,1,1
5895,2710,brilliant cantautor,1,1
5896,2711,orgulho latino,1,1
5897,11863,trip rock,1,1
5898,11860,renaissance new age,1,1
5899,11788,evil disco,1,1
5900,2751,polital message,1,1
5901,2733,charity,1,1
5902,2369,rock brasilis,1,1
5903,2737,nancy wilson,1,1
5904,2738,ann wilson,1,1
5905,2740,randy rhoads,1,1
5906,2742,axl rose,1,1
5907,11803,wicked not well known bands :d,1,1
5908,2750,metal icon,1,1
5909,2368,rock brasilis foda,1,1
5910,2721,zoocore,1,1
5911,2753,sebastian bach,1,1
5912,2755,2000's,1,1
5913,2757,ace frehley,1,1
5914,2758,powerman 5000,1,1
5915,2367,mod rock foda,1,1
5916,2763,sports,1,1
5917,11790,one love,1,1
5918,11789,los hermanos,1,1
5919,2732,check them out,1,1
5920,2729,hanson,1,1
5921,11812,orgasm-inducing-ska,1,1
5922,11813,gay church folk music,1,1
5923,11847,emotional song,1,1
5924,11846,alison moyet,1,1
5925,11845,trex,1,1
5926,11840,takkyu ishino,1,1
5927,11839,evergreen pop,1,1
5928,11838,martin lee gore,1,1
5929,11834,ryomei shirai,1,1
5930,11833,cinema,1,1
5931,11830,808state,1,1
5932,11829,docomo cm,1,1
5933,11821,asahina mikuru,1,1
5934,11820,the melancholy of suzumiya haruhi,1,1
5935,11819,moe,1,1
5936,2723,beardcore,1,1
5937,2370,rockabilly sensual,1,1
