,Artista,rock,pop,alternative,eletronic,indie,female vocalist,80s,dance,alternative rock,classic rock
7412,Orlando Julius,0,0,0,0,0,0,0,0,0,0
7413,Chicago Afrobeat Project,0,0,0,0,0,0,0,0,0,0
7414,Tunji Oyelana and the Benders,0,0,0,0,0,0,0,0,0,0
7415,Sir Victor Uwaifo,0,0,0,0,0,0,0,0,0,0
7416,The Daktaris,0,0,0,0,0,0,0,0,0,0
7417,Africando,0,0,0,0,0,0,0,0,0,0
7418,Chief Stephen Osita Osadebe,0,0,0,0,0,0,0,0,0,0
7419,Mulatu Astatke,0,0,0,0,0,0,0,0,0,0
7420,Rokia Traoré,0,0,0,0,0,1,0,0,0,0
7421,Ofo The Black Company,0,0,0,0,0,0,0,0,0,0
7422,Nomo,0,0,0,0,0,0,0,0,0,0
7423,Ali Farka Touré,0,0,0,0,0,0,0,0,0,0
7424,Ali Farka Touré & Toumani Diabaté,0,0,0,0,0,0,0,0,0,0
7425,Geraldo Pino,0,0,0,0,0,0,0,0,0,0
7426,Oneness of Juju,0,0,0,0,0,0,0,0,0,0
7427,Dele Sosimi,0,0,0,0,0,0,0,0,0,0
7428,Youssou N'Dour,0,1,0,0,0,0,0,0,0,0
7429,Angélique Kidjo,0,0,0,0,0,1,0,0,0,0
7430,Awa-Klash,0,0,0,0,0,0,0,0,0,0
7431,Gasper Lawal,0,0,0,0,0,0,0,0,0,0
7432,Osibisa,0,0,0,0,0,0,0,0,0,0
7433,Oscar Sulley & the Uhuru Dance Band,0,0,0,0,0,0,0,0,0,0
7434,Toto Bona Lokua,0,0,0,0,0,0,0,0,0,0
7435,Moussa Doumbia,0,0,0,0,0,0,0,0,0,0
7436,Majek Fashek,0,0,0,0,0,0,0,0,0,0
7437,Dorothy Masuka,0,0,0,0,0,0,0,0,0,0
7438,Mory Kanté,0,1,0,1,0,0,1,1,0,0
7439,William Onyeabor,0,0,0,0,0,0,0,0,0,0
7440,Konono Nº1,0,0,0,0,0,0,0,0,0,0
7441,Monomono,0,0,0,0,0,0,0,0,0,0
7442,Ghetto Blaster,0,0,0,0,0,0,0,0,0,0
7443,Bantu,0,0,0,0,0,0,0,0,0,0
7444,2Face Idibia,0,0,0,0,0,0,0,0,0,0
7445,The Budos Band,0,0,0,0,0,0,0,0,0,0
7446,Schelmish,0,0,0,0,0,0,0,0,0,0
7447,WWE & Jim Johnston (feat. Downstait),0,0,0,0,0,0,0,0,0,0
7448,WWE & Jim Johnston (feat. Story Of The Year),0,0,0,0,0,0,0,0,0,0
7449,WWE & Jim Johnston (feat. Adelitas Way),0,0,0,0,0,0,0,0,0,0
7450,WWE & Jim Johnston (feat. Cage 9),0,0,0,0,0,0,0,0,0,0
7451,Petr Elfimov,0,0,0,0,0,0,0,0,0,0
7452,Тома,0,0,0,0,0,0,0,0,0,0
7453,AySel & Arash,0,0,0,0,0,0,0,0,0,0
7454,Allegro,0,0,0,0,0,0,0,0,0,0
7455,이수영(여),0,0,0,0,0,0,0,0,0,0
7456,張震嶽,0,0,0,0,0,0,0,0,0,0
7457,MC Sniper,0,0,0,0,0,0,0,0,0,0
7458,李玟,0,0,0,0,0,1,0,1,0,0
7459,Xhelazz,0,0,0,0,0,0,0,0,0,0
7460,Macaco,0,0,0,0,0,0,0,0,0,0
7461,Rain,0,0,0,0,0,0,0,0,0,0
7462,비,0,1,0,0,0,0,0,0,0,0
7463,¹Ì³ª,0,0,0,0,0,0,0,0,0,0
7464,이수영(여);,0,0,0,0,0,0,0,0,0,0
7465,Jarabe de Palo,1,0,0,0,0,0,0,0,0,0
7466,"Yoshitaka Hirota, Yasunori Mitsuda",0,0,0,0,0,0,0,0,0,0
7467,The Presidents of the United States of America,1,0,1,0,1,0,0,0,1,0
7468,Mina,0,1,0,0,0,1,0,0,0,0
7469,Celtas Cortos,1,1,0,0,0,0,0,0,0,0
7470,El Hombre Gancho,0,0,0,0,0,0,0,0,0,0
7471,Paco Bello,0,0,0,0,0,0,0,0,0,0
7472,Motoo Fujiwara,0,0,0,0,0,0,0,0,0,0
7473,Fede Comin y Fran Fernandez,0,0,0,0,0,0,0,0,0,0
7474,Mina/심지환/최지호,0,0,0,0,0,0,0,0,0,0
7475,Naomi Yohani,0,0,0,0,0,1,0,0,0,0
7476,CKY,1,0,1,0,0,0,0,0,1,0
7477,Spiderbait,0,0,0,0,0,0,0,0,0,0
7478,Bullets and Octane,1,0,0,0,0,0,0,0,0,0
7479,Биопсихоз,0,0,1,0,0,0,0,0,0,0
7480,The Real McKenzies,0,0,0,0,0,0,0,0,0,0
7481,Mudvayne,1,0,1,0,1,0,0,0,0,0
7482,Blind Passengers,0,0,0,0,0,0,0,0,0,0
7483,Thom Hell,0,0,0,0,0,0,0,0,0,0
7484,Tocotronic,0,0,1,0,1,0,0,0,0,0
7485,Clueso,0,0,0,0,0,0,0,0,0,0
7486,Anna Ternheim,0,1,0,0,1,1,0,0,0,0
7487,Friska Viljor,0,0,0,0,0,0,0,0,0,0
7488,"Ensemble Orchestral Synaxis, Fréhel, Russ Columbo",0,0,0,0,0,0,0,0,0,0
7489,The Grand Island,0,0,0,0,0,0,0,0,0,0
7490,Tomte,0,0,0,0,1,0,0,0,0,0
7491,Whitey,0,0,0,1,1,0,0,0,0,0
7492,Beatsteaks,1,0,1,0,0,0,0,0,0,0
7493,Thomas Dybdahl,0,0,0,0,1,0,0,0,0,0
7494,Peter and the Wolf,0,0,0,0,0,0,0,0,0,0
7495,Port O'Brien,0,0,0,0,0,0,0,0,0,0
7496,"Blod, snått & juling",0,0,1,0,0,0,0,0,0,0
7497,Amanda Jenssen,0,0,1,0,0,1,0,0,0,0
7498,E.M.D.,0,0,0,0,0,0,0,0,0,0
7499,Big Japan,0,0,0,0,0,0,0,0,0,0
7500,Carolina Wallin Pérez,0,0,0,0,0,0,0,0,0,0
7501,Tove Styrke,0,0,0,0,0,0,0,0,0,0
7502,I Blame Coco,0,1,0,1,1,1,0,0,0,0
7503,The Trash Can Sinatras,0,0,0,0,0,0,0,0,0,0
7504,The Cold Napoleons,1,1,1,0,0,0,0,0,0,0
7505,The Futureheads,1,0,1,0,1,0,0,0,0,0
7506,Ryan DeRobertis,0,0,0,0,0,0,0,0,0,0
7507,Toro y Moi,0,1,1,1,1,0,0,0,0,0
7508,Hungry Kids of Hungary,0,0,0,0,0,0,0,0,0,0
7509,Tahiti 80,1,1,1,1,1,0,0,1,0,0
7510,Wouter Hamel,0,0,0,0,0,0,0,0,0,0
7511,Little Red,0,0,0,0,0,0,0,0,0,0
7512,The Chills,0,0,0,0,0,0,0,0,0,0
7513,Field Music,0,0,0,0,0,0,0,0,0,0
7514,Das Pop,0,1,0,0,0,0,0,0,0,0
7515,The Ruby Suns,0,0,0,0,0,0,0,0,0,0
7516,Smith Westerns,0,0,0,0,1,0,0,0,0,0
7517,Beulah,0,1,0,0,1,0,0,0,0,0
7518,We Are Virgins,0,0,0,0,0,0,0,0,0,0
7519,Patti Page,0,0,0,0,0,1,0,0,0,0
7520,Zombina and the Skeletones,0,0,0,0,0,0,0,0,0,0
7521,The Creepshow,0,0,0,0,0,0,0,0,0,0
7522,Marilyn Manson & The Spooky Kids,1,0,0,0,0,0,0,0,0,0
7523,Imelda May,0,0,0,0,0,0,0,0,0,0
7524,Kalabrese,0,0,0,0,0,0,0,0,0,0
7525,Rhythm & Sound,0,0,0,0,0,0,0,0,0,0
7526,Christian Prommer's DrumLesson,0,0,0,0,0,0,0,0,0,0
7527,Jamie Lidell,0,0,0,1,0,0,0,0,0,0
7528,Tunng,0,0,0,0,1,0,0,0,0,0
7529,Move D,0,0,0,0,0,0,0,0,0,0
7530,Lawrence,0,0,0,0,0,0,0,0,0,0
7531,Quiet Village,0,0,0,0,0,0,0,0,0,0
7532,Efdemin,0,0,0,0,0,0,0,0,0,0
7533,Ahmad Jamal,0,0,0,0,0,0,0,0,0,0
7534,Air France,0,0,0,1,0,0,0,0,0,0
7535,Pole,0,0,0,1,0,0,0,0,0,0
7536,SCSI-9,0,0,0,0,0,0,0,0,0,0
7537,Deadbeat,0,0,0,1,0,0,0,0,0,0
7538,Morgan Geist,0,0,0,0,0,0,0,0,0,0
7539,Seelenluft,0,0,0,0,0,0,0,0,0,0
7540,März,0,0,0,0,0,0,0,0,0,0
7541,Matthew Herbert,0,0,0,1,0,0,0,0,0,0
7542,Tosca,0,0,0,1,0,0,0,0,0,0
7543,My My,0,0,0,0,0,0,0,0,0,0
7544,Melanie Madge,0,0,0,0,0,0,0,0,0,0
7545,Mad Ciccone,0,1,0,0,0,0,0,0,0,0
7546,Disney's Friends For Change,0,0,0,0,0,0,0,0,0,0
7547,Back Miller,0,0,0,0,0,0,0,0,0,0
7548,Gaiola Das Popozudas,0,0,0,0,0,0,0,0,0,0
7549,Threshold,0,0,0,0,0,0,0,0,0,0
7550,Эпидемия,0,0,0,0,0,0,0,0,0,0
7551,Conception,0,0,0,0,0,0,0,0,0,0
7552,Борис Моисеев,0,0,0,0,0,0,0,0,0,0
7553,Grey Daze,1,0,1,0,0,0,0,0,1,0
7554,Border Cross,0,0,0,0,0,0,0,0,0,0
7555,Ark,1,0,0,0,0,0,0,0,0,0
7556,А. Сапковский,0,0,0,0,0,0,0,0,0,0
7557,Adam Skorupa,0,0,0,0,0,0,0,0,0,0
7558,Paweł Błaszczak,0,0,0,0,0,0,0,0,0,0
7559,Terry Scott Taylor,0,0,0,0,0,0,0,0,0,0
7560,М. А. Булгаков,0,0,0,0,0,0,0,0,0,0
7561,Maven,0,0,0,0,0,0,0,0,0,0
7562,Paweł Błaszczak / Adam Skorupa,0,0,0,0,0,0,0,0,0,0
7563,"Nakaido ""Chabo"" Reichi",0,0,0,0,0,0,0,0,0,0
7564,Rootwater,0,0,0,0,0,0,0,0,0,0
7565,Between the Trees,0,0,0,0,1,0,0,0,0,0
7566,The Almost,1,0,1,0,0,0,0,0,1,0
7567,Semisonic,1,1,1,0,1,0,0,0,1,1
7568,Offer Nissim,0,0,0,1,0,0,0,1,0,0
7569,Toše Proeski,0,0,0,0,0,0,0,0,0,0
7570,Amber,0,1,0,0,0,1,0,1,0,0
7571,Rhian Sheehan,0,0,0,0,0,0,0,0,0,0
7572,Magnus Carlsson,0,1,0,0,0,0,0,0,0,0
7573,This Is Seb Clarke,0,0,0,0,0,0,0,0,0,0
7574,The Novellos,0,0,0,0,0,0,0,0,0,0
7575,The Jacobins,1,0,1,0,1,0,0,0,0,0
7576,The Rumble Strips,0,0,0,0,0,0,0,0,0,0
7577,Tommy Turbo and The Turbervilles,0,0,0,0,0,0,0,0,0,0
7578,iko,0,0,0,0,0,0,0,0,0,0
7579,Snowden,0,0,0,0,0,0,0,0,0,0
7580,Department of Eagles,0,0,0,1,1,0,0,0,0,0
7581,Jamie T,1,0,1,1,1,0,0,1,0,0
7582,Little Man Tate,1,0,0,0,1,0,0,0,0,0
7583,Young Knives,0,0,0,0,0,0,0,0,0,0
7584,Rob Dickinson,0,0,0,0,0,0,0,0,0,0
7585,And What Will Be Left of Them?,0,0,0,0,0,0,0,0,0,0
7586,Pull Tiger Tail,0,0,0,0,0,0,0,0,0,0
7587,Countryside,0,0,0,0,0,0,0,0,0,0
7588,The Filthy Youth,0,0,0,0,0,0,0,0,0,0
7589,inbirdseye,0,0,0,0,0,0,0,0,0,0
7590,Deborah Harry,0,0,0,0,0,0,1,0,0,0
7591,Donny Hathaway,0,0,0,0,0,0,0,0,0,0
7592,Third Day,1,0,1,0,0,0,0,0,0,0
7593,Casting Crowns,1,0,0,0,0,0,0,0,0,0
7594,Bushido,0,0,0,0,0,0,1,0,0,0
7595,Glamour Of The Kill,0,0,0,0,0,0,0,0,0,0
7596,Chingy,0,0,0,0,0,0,0,0,0,0
7597,Faithful Darkness,0,0,0,0,0,0,0,0,0,0
7598,10 Years,1,0,1,0,0,0,0,0,1,0
7599,Kids In Glass Houses,1,0,0,0,1,0,0,0,0,0
7600,Scouting for Girls,0,1,0,0,1,0,0,0,0,0
7601,Blink 182攀,0,0,0,0,0,0,0,0,0,0
7602,gravação fenix,0,0,0,0,0,0,0,0,0,0
7603,Scott Stapp,0,0,1,0,0,0,0,0,0,0
7604,Clare Maguire,0,0,0,1,1,1,0,0,0,0
7605,Diddy - Dirty Money,0,0,0,0,0,0,0,0,0,0
7606,Sabonetes,1,0,0,0,1,0,0,0,0,0
7607,Tower of Power,0,0,0,0,0,0,0,0,0,0
7608,Eloy,0,0,0,0,0,0,0,0,0,1
7609,Manfred Mann's Earth Band,0,0,0,0,0,0,0,0,0,1
7610,Casa das Máquinas,0,0,0,0,0,0,0,0,0,1
7611,Módulo 1000,0,0,0,0,0,0,0,0,0,1
7612,Sir Lord Baltimore,0,0,0,0,0,0,0,0,0,1
7613,Bang,0,0,0,0,0,0,0,0,0,1
7614,Steve Hackett,1,0,0,0,0,0,0,0,0,0
7615,Dust,0,0,0,0,0,0,0,0,0,1
7616,O Terço,1,0,0,0,0,0,0,0,0,1
7617,Traffic,1,0,0,0,0,0,0,0,0,1
7618,Espíritu,0,0,0,0,0,0,0,0,0,1
7619,Premiata Forneria Marconi,0,0,0,0,0,0,0,0,0,0
7620,Andromeda (60s),0,0,0,0,0,0,0,0,0,1
7621,Solaris,0,0,0,1,0,0,0,0,0,0
7622,Crucis,0,0,0,0,0,0,0,0,0,1
7623,Pholhas,0,0,0,0,0,0,0,0,0,0
7624,Toad,0,0,0,0,0,0,0,0,0,0
7625,Aera,0,0,0,0,0,0,0,0,0,0
7626,Aphrodite's Child,1,0,0,0,0,0,0,0,0,1
7627,Elsiane,0,0,0,1,0,1,0,0,0,0
7628,Crustation,0,0,1,1,0,0,0,0,0,0
7629,Fino Coletivo,0,0,0,0,0,0,0,0,0,0
7630,Katia B,0,0,0,0,0,1,0,0,0,0
7631,Afterlife,0,0,0,1,0,0,0,0,0,0
7632,Marcela Mangabeira,0,0,0,0,0,0,0,0,0,0
7633,21 hertz,0,0,0,0,0,0,0,0,0,0
7634,Claudia Dorei,0,0,0,0,0,0,0,0,0,0
7635,Phantogram,0,0,0,1,1,0,0,0,0,0
7636,Nina Becker,0,0,0,0,0,1,0,0,0,0
7637,Anthea,0,0,0,0,0,0,0,0,0,0
7638,Mandalay,0,0,0,1,0,1,0,0,0,0
7639,The Films,1,0,1,0,1,0,0,0,0,0
7640,Jorge Ben Jor,0,1,0,0,0,0,0,0,0,0
7641,Lucas Santtana,0,0,0,0,0,0,0,0,0,0
7642,The Engine Room,0,0,0,0,0,0,0,0,0,0
7643,The Weepies,0,0,0,0,1,0,0,0,0,0
7644,Twin Sister,0,0,0,0,1,0,0,0,0,0
7645,Alcoholic Faith Mission,0,0,0,1,1,0,0,0,0,0
7646,[re:jazz],0,0,0,0,0,0,0,0,0,0
7647,Gisa Alves,0,0,0,0,0,0,0,0,0,0
7648,Sleeping With Sirens,0,0,0,0,0,0,0,0,0,0
7649,Abril,1,0,1,0,0,0,0,0,1,0
7650,Replace,1,0,0,0,0,0,0,0,0,0
7651,Esteban,0,0,1,0,1,0,0,0,0,0
7652,Fake Number,1,0,1,0,0,1,0,0,0,0
7653,Astrid Hadad,0,0,0,0,0,1,0,0,0,0
7654,Mecano,0,1,0,0,0,1,1,0,0,0
7655,Alejandro Fernández,0,1,0,0,0,0,0,0,0,0
7656,Tin Tan,0,0,0,0,0,0,0,0,0,0
7657,Edith Márquez,0,0,0,0,0,0,0,0,0,0
7658,Guadalupe Pineda,0,0,0,0,0,0,0,0,0,0
7659,Marco Antonio Vázquez,0,0,0,0,0,0,0,0,0,0
7660,Yuri & Mijares,0,0,0,0,0,0,0,0,0,0
7661,Toñita,0,0,0,0,0,0,0,0,0,0
7662,Mijares,0,0,0,0,0,0,0,0,0,0
7663,La Quinta Estación,0,0,0,0,0,0,0,0,0,0
7664,Oscar Chávez,0,0,0,0,0,0,0,0,0,0
7665,Ana Torroja y Miguel Bosé,0,0,0,0,0,0,0,0,0,0
7666,Susana Zabaleta,0,0,0,0,0,0,0,0,0,0
7667,CHAYITO VALDEZ,0,0,0,0,0,0,0,0,0,0
7668,Juan Gabriel,0,0,0,0,0,0,0,0,0,0
7669,Mario Frangoulis,0,0,0,0,0,0,0,0,0,0
7670,Dina Buendia,0,0,0,0,0,0,0,0,0,0
7671,Miguel Angel,0,0,0,0,0,0,0,0,0,0
7672,OperaBabes,0,0,0,0,0,1,0,0,0,0
7673,Chava Flores,0,0,0,0,0,0,0,0,0,0
7674,Pete Murray,0,0,0,0,0,0,0,0,0,0
7675,Vitor Araújo,0,0,0,0,0,0,0,0,0,0
7676,Silvertide,1,0,0,0,0,0,0,0,0,0
7677,Strep,1,0,0,0,0,0,0,0,0,0
7678,Hair,0,0,0,0,0,0,0,0,0,0
7679,Paul Potts,0,0,0,0,0,0,0,0,0,0
7680,GRUPO 05,0,0,0,0,0,0,0,0,0,0
7681,Charice,0,0,0,0,0,1,0,0,0,0
7682,Maite Perroni,0,1,0,0,0,0,0,0,0,0
7683,Orange Caramel,0,1,0,0,0,0,0,0,0,0
7684,소녀시대 ＆ 2PM,0,0,0,0,0,0,0,0,0,0
7685,Mike Posner,0,1,0,1,0,0,0,1,0,0
7686,Caro Emerald,0,0,0,0,0,0,0,0,0,0
7687,Alisa Jones,0,0,0,0,0,0,0,0,0,0
7688,Billy Corgan,1,0,1,0,1,0,0,0,1,0
7689,Ikuko Kawai,0,0,0,0,0,0,0,0,0,0
7690,Brian Roebuck,0,0,0,0,0,0,0,0,0,0
7691,Xavier Naidoo,0,1,0,0,0,0,0,0,0,0
7692,MIND:|:SHREDDER,0,0,0,0,0,0,0,0,0,0
7693,Violet Indiana,0,0,0,0,0,0,0,0,0,0
7694,Julie London,0,0,0,0,0,1,0,0,0,0
7695,Pale Saints,0,0,0,0,1,0,0,0,0,0
7696,Robin Guthrie,0,0,0,0,0,0,0,0,0,0
7697,Bow Wow Wow,0,0,0,0,0,1,1,0,0,0
7698,Warren Haynes,1,0,0,0,0,0,0,0,0,0
7699,Edgar Broughton Band,0,0,0,0,0,0,0,0,0,0
7700,Ananda Shake,0,0,0,0,0,0,0,1,0,0
7701,Sesto Sento,0,0,0,0,0,0,0,1,0,0
7702,Zeigeist,0,0,0,1,0,1,0,0,0,0
7703,L'elan Vital,0,0,0,0,0,0,0,0,0,0
7704,Zoot Woman,0,0,0,1,0,0,0,0,0,0
7705,Barcelona,0,0,0,0,0,0,0,0,0,0
7706,Mint,0,0,0,0,0,0,0,0,0,0
7707,Logh,0,0,1,0,1,0,0,0,0,0
7708,Sans Arc,0,0,0,0,0,0,0,0,0,0
7709,Girls in Hawaii,0,0,0,0,1,0,0,0,0,0
7710,Mêlée,0,0,0,0,0,0,0,0,0,0
7711,September Malevolence,0,0,0,0,0,0,0,0,0,0
7712,Kwoon,0,0,0,0,0,0,0,0,0,0
7713,Hazen Street,0,0,0,0,0,0,0,0,0,0
7714,Go:Audio,1,0,1,0,0,0,0,0,0,0
7715,SafetySuit,1,0,1,0,0,0,0,0,1,0
7716,Warmen,0,0,0,0,0,0,0,0,0,0
7717,The Black Mages,0,0,0,0,0,0,0,0,0,0
7718,Alph Lyla,0,0,0,0,0,0,0,0,0,0
7719,Marty Friedman,0,0,0,0,0,0,0,0,0,0
7720,Barren Earth,0,0,0,0,0,0,0,0,0,0
7721,El Perro del Mar,0,0,1,0,1,1,0,0,0,0
7722,Michiru Yamane,0,0,0,0,0,0,0,0,0,0
7723,Narziss,0,0,0,0,0,0,0,0,0,0
7724,Hum,0,0,0,0,0,0,0,0,0,0
7725,Desert Sessions,0,0,0,0,0,0,0,0,0,0
7726,Wellwater Conspiracy,0,0,0,0,0,0,0,0,0,0
7727,Dax Riggs,0,0,0,0,0,0,0,0,0,0
7728,Joe Strummer and The Mescaleros,1,0,1,0,0,0,0,0,0,1
7729,John Paul Jones,1,0,0,0,0,0,0,0,0,1
7730,Darkened Nocturn Slaughtercult,0,0,0,0,0,0,0,0,0,0
7731,Opera IX,0,0,0,0,0,0,0,0,0,0
7732,Grand Belial's Key,0,0,0,0,0,0,0,0,0,0
7733,Argentum,0,0,0,0,0,0,0,0,0,0
7734,Inquisition,0,0,0,0,0,0,0,0,0,0
7735,Nokturnal Mortum,0,0,0,0,0,0,0,0,0,0
7736,Demonoid,0,0,0,0,0,0,0,0,0,0
7737,Astarte,0,0,0,0,0,0,0,0,0,0
7738,Stormlord,0,0,0,0,0,0,0,0,0,0
7739,Falkenbach,1,0,0,0,0,0,0,0,0,0
7740,Xibalba,0,0,0,0,0,0,0,0,0,0
7741,Onslaught,0,0,0,0,0,0,0,0,0,0
7742,Tsjuder,0,0,0,0,0,0,0,0,0,0
7743,Austin TV,0,0,0,0,1,0,0,0,0,0
7744,Men at Work,1,1,1,0,0,0,1,1,0,1
7745,The Connells,1,1,1,0,1,0,1,0,1,0
7746,Procol Harum,1,0,0,0,0,0,0,0,0,1
7747,Perfect,1,0,0,0,0,0,0,0,0,0
7748,I Santo California,0,0,0,0,0,0,0,0,0,0
7749,Jane Birkin & Serge Gainsbourg,0,1,0,0,0,0,0,0,0,0
7750,Serge Gainsbourg & Brigitte Bardot,0,0,0,0,0,0,0,0,0,0
7751,The Beloved,0,0,0,1,0,0,0,1,0,0
7752,The Monkees,1,1,0,0,0,0,1,0,0,1
7753,Czerwone Gitary,0,0,0,0,0,0,0,0,0,0
7754,Bill Haley,0,0,0,0,0,0,0,0,0,0
7755,Agent Orange,0,0,0,0,0,0,0,0,0,0
7756,Breakout,0,0,0,0,0,0,0,0,0,0
7757,7th Floor,1,0,0,0,0,0,0,0,0,1
7758,The Haunted,0,0,0,0,0,0,0,0,0,0
7759,Punk Goes...,0,0,0,0,0,0,0,0,0,0
7760,Low Shoulder,0,0,0,0,0,0,0,0,0,0
7761,Mark Schultz,0,0,0,0,0,0,0,0,0,0
7762,Lissy Trullie,0,0,0,0,1,0,0,0,0,0
7763,Rookie Of The Year,0,0,0,0,0,0,0,0,0,0
7764,Evans Blue,1,0,1,0,0,0,0,0,1,0
7765,Cytech,0,0,0,0,0,0,0,0,0,0
7766,Numek,0,0,0,0,0,0,0,0,0,0
7767,Antichristus,0,0,0,0,0,0,0,0,0,0
7768,Raiden,0,0,0,0,0,0,0,0,0,0
7769,Gasmask 71,0,0,0,0,0,0,0,0,0,0
7770,Core Corp,0,0,0,0,0,0,0,0,0,0
7771,Audio,0,0,0,0,0,0,0,0,0,0
7772,Evol Intent,0,0,0,0,0,0,0,0,0,0
7773,Donny,0,0,0,0,0,0,0,0,0,0
7774,Hemoglobin,0,0,0,0,0,0,0,0,0,0
7775,SPL,0,0,0,0,0,0,0,0,0,0
7776,Mystification,0,0,0,0,0,0,0,0,0,0
7777,Counterstrike,0,0,0,0,0,0,0,0,0,0
7778,Ekaros,0,0,0,0,0,0,0,0,0,0
7779,Unabomber,0,0,0,0,0,0,0,0,0,0
7780,Cooh,0,0,0,0,0,0,0,0,0,0
7781,Lorcscyric,0,0,0,0,0,0,0,0,0,0
7782,snaper,0,0,0,0,0,0,0,0,0,0
7783,DJ Hidden,0,0,0,0,0,0,0,0,0,0
7784,Resonant Evil,0,0,0,0,0,0,0,0,0,0
7785,Coresplittaz,0,0,0,0,0,0,0,0,0,0
7786,Rawtekk,0,0,0,0,0,0,0,0,0,0
7787,Reemo,0,0,0,0,0,0,0,0,0,0
7788,T.Z.A.,0,0,0,0,0,0,0,0,0,0
7789,B Soul,0,0,0,0,0,0,0,0,0,0
7790,ZuBCoRe,0,0,0,0,0,0,0,0,0,0
7791,AXiS & Trank,0,0,0,0,0,0,0,0,0,0
7792,iDOLEAST,0,0,0,0,0,0,0,0,0,0
7793,Skynet,0,0,0,0,0,0,0,0,0,0
7794,ScreamerClauz,0,0,0,0,0,0,0,0,0,0
7795,Fizyk,0,0,0,0,0,0,0,0,0,0
7796,The Panacea,0,0,0,0,0,0,0,0,0,0
7797,Peter Kurten,0,0,0,0,0,0,0,0,0,0
7798,Technical Itch,0,0,0,1,0,0,0,0,0,0
7799,Dylan,0,0,0,0,0,0,0,0,0,0
7800,Paul B,0,0,0,0,0,0,0,0,0,0
7801,Krusha,0,0,0,0,0,0,0,0,0,0
7802,Temulent,0,0,0,0,0,0,0,0,0,0
7803,Plejik,0,0,0,0,0,0,0,0,0,0
7804,Vector Burn,0,0,0,0,0,0,0,0,0,0
7805,Submerged,0,0,0,0,0,0,0,0,0,0
7806,ogonek,0,0,0,0,0,0,0,0,0,0
7807,Switch Technique,0,0,0,0,0,0,0,0,0,0
7808,DJ floorclearer,0,0,0,0,0,0,0,0,0,0
7809,Digital Soul,0,0,0,0,0,0,0,0,0,0
7810,Necron99,0,0,0,0,0,0,0,0,0,0
7811,Sergey Lazarev,0,1,0,0,0,0,0,0,0,0
7812,Smash!!,0,0,0,0,0,0,0,0,0,0
7813,Иван Ургант,0,0,0,0,0,0,0,0,0,0
7814,Ирония судьбы,0,0,0,0,0,0,0,0,0,0
7815,Бригада,0,0,0,0,0,0,0,0,0,0
7816,Ирония Судьбы. Продолжение,0,0,0,0,0,0,0,0,0,0
7817,Сергей Безруков,0,0,0,0,0,0,0,0,0,0
7818,Валерия,0,0,0,0,0,0,0,0,0,0
7819,Сергей Лазарев,0,1,0,0,0,0,0,1,0,0
7820,Город 312,1,1,0,0,0,1,0,0,0,0
7821,к/ф Адмиралъ,0,0,0,0,0,0,0,0,0,0
7822,Danny Saucedo feat. Therese,0,0,0,0,0,0,0,0,0,0
7823,Leonid Rudenko,0,0,0,0,0,0,0,0,0,0
7824,Прожекторперисхилтон,0,0,0,0,0,0,0,0,0,0
7825,Полина Гагарина,0,0,0,0,0,0,0,0,0,0
7826,Ласковый Май,0,0,0,0,0,0,0,0,0,0
7827,Phish,0,0,0,0,0,0,0,0,0,0
7828,Petra,1,0,0,0,0,0,0,0,0,1
7829,Gravity Kills,1,0,0,1,0,0,0,0,0,0
7830,Party Ben,0,0,0,0,0,0,0,0,0,0
7831,Five Iron Frenzy,0,0,0,0,0,0,0,0,0,0
7832,Velvet,0,1,0,1,0,0,0,1,0,0
7833,Natalia,0,0,0,0,0,0,0,0,0,0
7834,The Black Eyed Peas,0,1,0,0,0,0,0,0,0,0
7835,Giusy Ferreri,0,1,0,0,0,1,0,0,0,0
7836,Elena Gheorghe,0,0,0,0,0,0,0,0,0,0
7837,Star Pilots,0,0,0,0,0,0,0,0,0,0
7838,Demet Akalın,0,1,0,1,0,1,0,1,0,0
7839,Samira Said,0,0,0,0,0,0,0,0,0,0
7840,Elliot,0,0,0,0,0,0,0,0,0,0
7841,Fuck Buttons,0,0,0,1,0,0,0,0,0,0
7842,Jónsi & Alex,0,0,0,0,0,0,0,0,0,0
7843,__MaX__,0,0,0,0,0,0,0,0,0,0
7844,Mark Sherry pres Outburst,0,0,0,0,0,0,0,0,0,0
7845,The Antlers,0,0,0,0,0,0,0,0,0,0
7846,Nico Muhly,0,0,0,0,0,0,0,0,0,0
7847,James Blunt栀,0,0,0,0,0,0,0,0,0,0
7848,7 Skies,0,0,0,0,0,0,0,0,0,0
7849,Coordinated Chaos,0,0,0,0,0,0,0,0,0,0
7850,Kyle Gabler,0,0,0,0,0,0,0,0,0,0
7851,Zack Hemsey,0,0,0,0,0,0,0,0,0,0
7852,James Blunt⃀,0,0,0,0,0,0,0,0,0,0
7853,Nicolaus Esterhazy Sinfonia,0,0,0,0,0,0,0,0,0,0
7854,Audio Network,0,0,0,0,0,0,0,0,0,0
7855,Blazer Force,0,0,0,0,0,0,0,0,0,0
7856,Arty,0,0,0,0,0,0,0,0,0,0
7857,Live,1,1,1,0,1,0,0,0,1,0
7858,Idlewild,1,1,1,0,1,0,0,0,1,0
7859,The Longcut,0,0,0,0,0,0,0,0,0,0
