,user_id,tag1,tag2,tag3,tag4,tag5,artist_id
86091,1113,18,130,187,86,0,12395
3089,1113,73,24,79,18,130,89
50999,1113,167,304,6182,0,0,1544
17986,1113,24,18,130,39,102,327
51281,1113,24,130,39,13,102,1596
86092,1113,102,167,103,8397,0,12396
86093,1113,306,304,5818,5819,0,12397
50407,1113,24,102,167,304,5819,1507
16822,1113,24,130,39,102,167,312
84181,1113,24,134,167,306,210,11067
79098,1113,167,625,370,287,702,8072
86089,1113,179,575,565,0,0,12394
11564,1113,24,130,39,134,352,257
86094,1113,0,0,0,0,0,12398
11914,1113,167,2785,0,0,0,273
64419,1113,24,102,167,625,103,3317
79113,1113,102,167,304,5818,5819,8081
16906,1113,24,18,130,39,134,314
64389,1113,24,102,167,216,49,3314
64448,1113,102,167,625,306,238,3318
19534,1113,24,18,130,39,127,349
15715,1113,73,24,130,134,352,301
69964,1113,102,167,103,2278,2279,4617
11985,1113,73,24,18,130,39,279
38272,1113,73,24,130,39,134,913
84172,1113,167,103,1447,371,8397,11063
38048,1113,24,18,39,134,352,907
12911,1113,73,24,79,18,130,289
24525,1113,24,18,39,352,102,468
25086,1113,167,1495,5818,5819,11956,482
84211,1113,102,167,625,306,238,11080
83504,1113,727,102,167,625,103,10608
13737,1113,727,73,24,79,18,292
42455,1113,73,18,130,16,187,1066
10432,1114,73,78,24,79,81,230
26249,1114,73,78,79,130,84,499
70568,1114,24,130,109,49,346,4817
86095,1114,73,728,530,3879,0,12399
19257,1114,73,24,130,39,134,344
31308,1114,73,24,79,18,130,679
9225,1114,73,78,79,81,195,226
2188,1114,73,78,389,527,24,72
21423,1114,73,78,79,81,84,416
25051,1114,73,78,24,79,81,481
32084,1114,73,78,24,79,18,689
10134,1114,73,78,389,24,79,229
8764,1114,73,78,527,24,79,220
4036,1114,73,78,389,24,79,154
63076,1114,24,81,130,134,13,3081
21838,1114,73,78,389,79,18,424
17393,1114,24,130,39,102,167,320
26034,1114,73,78,24,79,81,498
28064,1114,73,78,389,527,2464,533
6632,1114,73,78,389,24,79,190
43873,1114,73,78,24,79,81,1116
40564,1114,73,78,79,81,72,982
62806,1114,73,79,81,130,84,3057
19535,1114,24,18,130,39,127,349
10633,1114,73,78,79,18,25,233
28197,1114,73,78,389,24,79,534
47586,1114,73,78,389,24,79,1375
56668,1114,73,78,24,79,18,2137
15949,1114,73,24,79,81,130,302
20398,1114,73,78,24,79,18,377
16343,1114,73,24,79,18,130,306
48325,1114,73,78,24,79,18,1400
48573,1114,24,18,81,39,195,1409
45729,1114,73,78,24,79,81,1239
21537,1114,73,78,79,18,81,418
41845,1114,73,78,79,72,1,1044
26527,1114,73,78,24,79,134,504
7895,1114,73,78,389,79,81,207
24647,1114,24,79,18,81,39,471
26775,1114,73,78,389,24,79,511
78097,1114,79,308,46,3970,8052,7532
1205,1114,73,78,389,24,79,65
28335,1114,73,78,79,18,39,536
15406,1114,73,78,24,18,81,300
48073,1114,73,78,24,79,81,1390
20657,1114,73,78,24,79,18,378
7392,1114,73,78,79,81,84,199
22625,1114,73,78,79,81,192,436
20010,1114,73,78,24,79,81,366
9521,1114,73,78,389,527,24,227
37383,1115,24,25,16,74,395,877
86098,1115,0,0,0,0,0,12402
70,1115,24,25,16,74,395,51
86097,1115,24,25,74,195,85,12401
86096,1115,24,25,16,74,309,12400
53671,1116,73,24,25,167,625,1821
84176,1116,167,9471,8397,0,0,11064
84173,1116,167,103,1447,371,8397,11063
84088,1116,13,167,526,231,3178,10997
86102,1116,167,0,0,0,0,12405
86103,1116,0,0,0,0,0,12406
85920,1116,39,483,0,0,0,12268
14427,1116,73,24,18,130,39,295
86108,1116,0,0,0,0,0,12407
11915,1116,167,2785,0,0,0,273
84212,1116,102,167,625,306,238,11080
83505,1116,102,167,625,103,304,10608
75289,1116,352,167,625,238,824,6384
82434,1116,102,103,0,0,0,9905
18448,1116,79,18,39,78,134,331
53796,1116,13,167,625,824,526,1841
86110,1116,0,0,0,0,0,12408
84170,1116,102,167,829,5818,702,11062
79114,1116,102,167,304,5818,5819,8081
86111,1116,0,0,0,0,0,12409
25087,1116,167,1495,5818,5819,11956,482
84220,1116,625,0,0,0,0,11083
82432,1116,1911,527,702,2700,3970,9904
84179,1116,0,0,0,0,0,11066
85911,1116,0,0,0,0,0,12261
64449,1116,102,167,625,306,238,3318
64420,1116,24,102,167,625,103,3317
11686,1116,130,195,167,625,238,260
82424,1116,102,103,0,0,0,9901
11730,1116,79,130,102,167,625,262
57238,1116,7304,7305,7306,7307,7308,2242
17132,1116,24,130,39,134,102,317
85883,1116,25,352,311,7865,0,12243
85074,1116,103,0,0,0,0,11685
51000,1116,167,304,6182,0,0,1544
84188,1116,167,191,5818,6200,0,11069
11252,1116,167,625,306,640,1734,247
79094,1116,102,5819,0,0,0,8071
11882,1116,352,167,2349,641,371,269
75707,1116,130,625,103,234,11956,6562
84191,1116,167,625,83,306,824,11070
84195,1116,0,0,0,0,0,11071
86099,1116,1902,0,0,0,0,12403
84182,1116,24,134,167,306,210,11067
11157,1116,24,130,134,102,167,239
84205,1116,824,701,9471,3182,3181,11077
84202,1116,2349,0,0,0,0,11076
70113,1116,79,102,167,306,234,4696
86101,1116,0,0,0,0,0,12404
85924,1116,0,0,0,0,0,12270
34896,1118,127,376,2076,79,194,759
34887,1118,127,81,345,2076,6223,758
11097,1118,127,81,83,285,130,238
68574,1118,81,345,79,170,1358,4226
7251,1118,387,285,56,73,79,198
68586,1118,345,79,78,61,170,4229
2478,1118,81,83,130,56,21,81
61313,1118,127,81,285,345,75,2820
26334,1118,127,285,376,79,72,500
35801,1118,127,850,376,79,1,814
60675,1118,0,0,0,0,0,2720
70971,1118,79,0,0,0,0,4896
55053,1118,127,850,376,73,79,1974
71591,1118,81,79,18,187,389,5111
5652,1118,127,81,387,285,850,173
10634,1118,127,74,285,850,234,233
38818,1118,127,285,73,79,1,923
54178,1118,73,79,78,192,72,1873
26460,1118,127,376,72,1,191,503
42885,1118,127,81,285,73,24,1090
56757,1118,33,102,47,2246,3709,2148
23565,1118,285,345,79,78,102,460
62170,1118,18,1,386,76,615,2944
9226,1118,127,81,387,850,799,226
68566,1118,127,81,285,345,7318,4225
34956,1118,127,285,229,79,18,768
10135,1118,127,81,387,74,285,229
59520,1118,81,387,73,33,194,2574
4037,1118,127,81,387,83,285,154
54032,1118,376,378,1,194,91,1861
60595,1118,102,0,0,0,0,2699
22001,1118,127,81,74,285,130,425
35698,1118,376,73,1,194,91,810
27030,1118,127,81,285,850,73,517
20399,1118,127,387,285,229,376,377
25570,1118,127,850,56,839,73,489
86113,1118,0,0,0,0,0,12413
83294,1118,73,79,198,1843,3597,10491
54236,1118,345,79,176,178,186,1876
59542,1118,376,33,180,76,611,2576
86112,1118,0,0,0,0,0,12412
35078,1118,127,285,376,378,33,779
68255,1118,127,376,345,79,78,4173
6633,1118,127,81,387,83,74,190
8765,1118,127,81,387,285,850,220
67840,1118,83,73,79,829,481,4051
2189,1118,127,81,387,83,74,72
26035,1118,127,81,285,850,234,498
35839,1118,376,73,72,1,386,815
66999,1118,387,78,33,14,191,3817
64725,1119,73,79,130,169,0,3369
8766,1119,73,24,79,81,25,220
50073,1119,73,24,130,192,292,1469
5296,1119,73,24,79,81,130,166
86127,1119,0,0,0,0,0,12425
86115,1119,79,8116,0,0,0,12414
86118,1119,0,0,0,0,0,12416
86117,1119,0,0,0,0,0,12415
60266,1119,73,79,8116,0,0,2646
86114,1119,73,79,81,84,170,10478
86129,1119,0,0,0,0,0,12427
74895,1119,73,79,81,78,195,6222
78619,1119,73,79,130,109,0,7835
86128,1119,0,0,0,0,0,12426
19258,1119,73,24,130,39,134,344
49738,1119,130,102,167,306,103,1455
86131,1119,78,8116,0,0,0,12429
86130,1119,0,0,0,0,0,12428
86132,1119,0,0,0,0,0,12430
86133,1119,0,0,0,0,0,12431
57634,1119,73,79,78,352,3577,2339
57628,1119,73,130,78,3577,12638,2338
62807,1119,73,79,81,130,84,3057
34175,1119,14,13,545,23,825,727
86126,1119,0,0,0,0,0,12424
35951,1119,78,72,1208,0,0,819
86119,1119,0,0,0,0,0,12417
79051,1119,73,24,81,130,84,8054
26036,1119,73,24,79,81,130,498
6169,1119,73,24,79,81,195,184
26250,1119,73,79,130,78,84,499
52772,1119,184,216,213,209,230,1740
7493,1119,73,24,79,81,78,202
77622,1119,195,134,102,625,306,7326
14822,1119,73,24,79,18,81,298
58493,1119,73,24,79,130,78,2435
86125,1119,0,0,0,0,0,12423
60035,1119,73,79,130,78,33,2619
32284,1119,73,24,79,18,81,691
61719,1119,73,127,184,829,1387,2858
31736,1119,73,24,79,81,25,683
70250,1119,73,130,78,72,229,4747
86122,1119,0,0,0,0,0,12420
27724,1119,24,18,130,39,195,528
10433,1119,73,24,79,81,78,230
71039,1119,191,184,234,545,527,4920
86120,1119,0,0,0,0,0,12418
86123,1119,79,0,0,0,0,12421
86124,1119,0,0,0,0,0,12422
86121,1119,7330,7331,7332,0,0,12419
12098,1120,73,24,130,39,25,285
4481,1120,73,24,39,25,102,157
37479,1120,73,24,130,18,39,886
17252,1120,73,24,130,18,39,318
38273,1120,73,24,130,39,102,913
3090,1120,73,24,130,18,39,89
27286,1120,73,24,130,39,79,523
15067,1120,73,24,130,18,39,299
17020,1120,73,24,130,79,81,316
16558,1120,24,130,39,102,167,309
16662,1120,73,24,130,18,39,310
59371,1120,24,130,39,167,134,2548
54650,1120,24,130,39,167,625,1937
56157,1120,24,130,18,39,102,2083
16775,1120,24,130,39,167,625,311
12414,1120,73,24,130,18,39,288
11986,1120,73,24,130,18,39,279
70925,1120,24,130,39,102,167,4883
57153,1120,24,130,39,102,167,2220
38205,1120,24,195,238,199,200,911
18449,1120,18,39,102,167,79,331
18536,1120,24,130,18,39,102,332
69760,1120,73,24,130,39,102,4566
25173,1120,24,130,18,39,102,485
15950,1120,73,24,130,39,102,302
56365,1120,24,130,18,39,25,2094
28254,1120,73,24,130,18,39,535
48574,1120,24,18,39,81,195,1409
13738,1120,73,24,130,18,39,292
24076,1120,73,24,130,39,79,465
17394,1120,24,130,39,102,167,320
62973,1120,24,130,39,167,625,2523
11565,1120,24,130,39,102,167,257
16907,1120,24,130,18,39,102,314
32658,1120,73,24,130,18,39,701
64205,1120,24,130,18,39,296,3288
16344,1120,73,24,130,18,39,306
19536,1120,24,130,18,39,102,349
13979,1120,73,24,130,18,39,293
394,1120,73,24,130,18,39,55
27470,1120,73,24,130,18,39,525
1659,1120,73,24,130,18,39,67
14428,1120,73,24,130,18,39,295
12912,1120,73,24,130,18,39,289
40278,1120,73,24,130,18,39,972
14643,1120,24,130,18,39,167,296
21839,1120,73,18,39,79,81,424
35211,1120,24,130,18,39,25,789
23320,1120,24,39,352,127,191,455
37948,1120,24,130,18,39,195,906
86177,1121,0,0,0,0,0,12469
86135,1121,299,7334,7333,7337,7340,12433
86170,1121,0,0,0,0,0,12462
77175,1121,299,120,1100,11499,5693,7142
86160,1121,299,7334,7333,6573,7336,12453
20658,1121,73,24,79,18,130,378
86171,1121,0,0,0,0,0,12463
86155,1121,299,7334,7333,6573,290,12450
86172,1121,0,0,0,0,0,12464
86180,1121,0,0,0,0,0,12472
86157,1121,0,0,0,0,0,12452
45633,1121,18,33,14,13,187,1226
86179,1121,0,0,0,0,0,12471
86173,1121,0,0,0,0,0,12465
86174,1121,0,0,0,0,0,12466
86182,1121,0,0,0,0,0,12474
86178,1121,299,25,352,735,0,12470
86175,1121,0,0,0,0,0,12467
86176,1121,299,7334,7333,6573,7340,12468
86156,1121,11374,0,0,0,0,12451
80275,1121,33,184,3658,3651,3653,8670
86181,1121,0,0,0,0,0,12473
86183,1121,0,0,0,0,0,12475
86165,1121,6573,3577,545,6363,0,12457
86184,1121,299,7334,7333,2700,6573,12476
86154,1121,7334,318,11396,0,0,12449
86134,1121,0,0,0,0,0,12432
86144,1121,0,0,0,0,0,12440
86145,1121,299,7333,290,11374,7348,12441
86146,1121,3577,0,0,0,0,12442
86153,1121,299,7334,7333,2700,6573,12448
86169,1121,299,7334,7333,6573,7336,12461
86168,1121,0,0,0,0,0,12460
86167,1121,0,0,0,0,0,12459
86147,1121,299,7333,6573,7336,7337,12443
86151,1121,299,7334,7333,2700,6573,12447
86148,1121,3577,545,6363,0,0,12444
86136,1121,3577,6363,0,0,0,12434
86141,1121,0,0,0,0,0,12438
86140,1121,6573,33,191,830,2166,12437
86142,1121,7333,6573,7336,7340,3577,12439
86166,1121,0,0,0,0,0,12458
86161,1121,299,7334,5076,11392,0,12454
86163,1121,0,0,0,0,0,12455
86164,1121,15,2458,0,0,0,12456
86138,1121,299,7333,6573,3577,11374,12435
86139,1121,299,7334,7333,7336,11397,12436
86150,1121,0,0,0,0,0,12446
86149,1121,0,0,0,0,0,12445
31618,1121,73,24,79,18,81,681
3091,1122,213,730,7000,73,24,89
24305,1122,730,7000,7365,24,18,466
29311,1122,730,24,79,18,81,548
31619,1122,503,730,1658,73,24,681
61535,1122,24,79,81,102,103,2841
31866,1122,213,730,73,24,18,686
23969,1122,730,73,24,79,18,464
12913,1122,213,730,73,24,79,289
75175,1122,102,103,304,483,3252,6346
16908,1122,24,18,130,39,134,314
69713,1122,730,24,39,167,306,4562
31978,1122,503,213,73,79,78,687
31737,1122,73,24,79,81,25,683
17804,1122,213,730,1658,73,24,325
47734,1122,213,730,73,24,79,1377
27852,1122,730,24,39,195,102,531
32940,1122,503,213,730,1658,73,704
17646,1122,730,73,24,79,18,324
18793,1122,213,730,73,24,79,333
23477,1122,730,24,18,39,134,458
27725,1122,730,24,18,130,39,528
31309,1122,213,730,73,24,79,679
27641,1122,24,102,167,103,238,527
80208,1122,79,81,130,84,134,8649
32461,1122,167,234,228,640,989,699
64421,1122,730,24,102,167,625,3317
58930,1122,24,18,39,187,306,2498
41513,1122,213,730,24,130,39,1037
41661,1122,213,730,24,167,625,1042
41744,1122,730,73,24,79,18,1043
86194,1122,73,79,78,352,216,12482
86192,1122,79,81,292,216,210,12481
15407,1122,503,730,73,24,18,300
74117,1122,11933,0,0,0,0,5953
86190,1122,130,292,625,193,0,12480
86189,1122,0,0,0,0,0,12479
86188,1122,1767,1768,0,0,0,12478
86186,1122,730,18,102,167,625,12477
86185,1122,0,0,0,0,0,11949
71392,1122,24,79,81,130,49,5035
35079,1122,33,1,127,181,376,779
32285,1122,213,730,73,24,79,691
26037,1122,503,213,730,7000,1658,498
17464,1122,730,73,24,78,127,321
23726,1122,213,730,73,24,18,461
35337,1122,730,24,130,184,216,793
19259,1122,503,213,730,73,24,344
12415,1122,213,730,73,24,18,288
31479,1122,1658,73,24,79,18,680
17253,1122,213,730,73,24,18,318
79237,1123,73,79,78,181,169,6294
86210,1123,127,1017,0,0,0,12492
86213,1123,7378,7379,7380,7381,7382,12493
67848,1123,0,0,0,0,0,4053
86214,1123,0,0,0,0,0,12494
57460,1123,81,84,33,292,296,2279
86215,1123,79,18,364,935,6628,12495
86219,1123,79,81,185,6628,5329,12496
86222,1123,0,0,0,0,0,12497
86224,1123,0,0,0,0,0,12499
21323,1123,73,24,79,78,72,412
59494,1123,73,79,18,81,78,2572
77747,1123,73,79,81,25,78,4092
86226,1123,0,0,0,0,0,12500
86227,1123,0,0,0,0,0,12501
86228,1123,0,0,0,0,0,12502
77773,1123,79,81,33,87,67,7374
86223,1123,0,0,0,0,0,12498
86206,1123,0,0,0,0,0,12491
30887,1123,79,81,84,33,14,632
86203,1123,0,0,0,0,0,12489
22864,1123,18,81,84,33,14,440
57523,1123,0,0,0,0,0,2294
58351,1123,79,81,78,84,352,2415
79841,1123,0,0,0,0,0,8460
52717,1123,79,81,130,84,134,1732
79865,1123,81,84,176,1348,835,8467
79872,1123,0,0,0,0,0,8469
8540,1123,73,24,79,18,81,217
22244,1123,73,24,79,81,25,429
8962,1123,73,79,81,78,84,222
86195,1123,0,0,0,0,0,12483
86196,1123,642,0,0,0,0,12484
86197,1123,18,33,14,191,87,12485
86198,1123,0,0,0,0,0,12486
86199,1123,84,0,0,0,0,12487
59166,1123,73,79,81,130,78,2542
86202,1123,0,0,0,0,0,12488
86204,1123,0,0,0,0,0,12490
86229,1123,0,0,0,0,0,12503
45842,1123,73,24,25,192,191,1242
59633,1123,213,87,541,1017,7528,2585
83869,1123,73,79,81,25,78,10847
83875,1123,181,275,182,1222,122,10848
73864,1123,33,352,87,821,2142,5876
57350,1123,84,1017,0,0,0,2267
82864,1123,73,79,81,130,84,10214
72954,1123,73,24,79,81,130,5549
50348,1123,73,79,81,130,25,1504
76585,1123,292,185,213,935,835,6906
23727,1124,73,24,130,39,109,461
15408,1124,81,73,24,130,39,300
16776,1124,24,130,39,109,2349,311
18794,1124,81,73,24,130,39,333
75358,1124,1753,3867,493,0,0,6430
3092,1124,73,24,130,39,850,89
27799,1124,81,73,24,130,39,530
31310,1124,73,24,130,39,850,679
12914,1124,73,24,130,39,109,289
27287,1124,73,24,130,39,109,523
56158,1124,81,24,130,39,85,2083
28813,1124,73,130,109,79,78,542
41402,1124,81,73,24,130,39,1034
27135,1124,73,24,130,850,7393,518
14823,1124,81,73,24,130,39,298
12416,1124,73,24,130,39,109,288
46124,1124,81,73,24,39,109,1246
27914,1124,81,24,130,39,109,532
24306,1124,81,24,130,39,109,466
19260,1124,73,24,130,39,109,344
15068,1124,73,24,130,39,109,299
14429,1124,73,24,130,39,850,295
16663,1124,73,24,130,39,109,310
19951,1124,81,24,130,2349,1753,362
55700,1124,81,24,39,2349,296,2025
16112,1124,24,39,1753,18,167,304
43181,1124,81,73,24,130,39,1098
13980,1124,81,73,24,130,39,293
27726,1124,24,130,39,199,296,528
41335,1124,24,130,195,134,102,1032
13739,1124,81,73,24,130,39,292
38975,1124,73,24,130,850,79,930
63678,1124,81,39,199,18,16,3198
32085,1124,81,73,24,130,850,689
64556,1124,24,109,352,432,823,3332
40279,1124,73,24,130,39,199,972
43818,1124,73,130,109,1,14,1114
29050,1124,73,24,39,109,79,544
32659,1124,81,73,24,130,39,701
63719,1124,81,73,24,130,39,3200
1660,1124,81,73,24,130,39,67
17254,1124,73,24,130,39,109,318
31867,1124,73,24,130,39,109,686
24859,1124,73,24,130,79,134,475
19537,1124,24,130,39,109,850,349
35251,1124,73,24,130,39,109,790
77810,1124,0,0,0,0,0,7389
63326,1124,109,7387,0,0,0,3125
26038,1124,81,73,24,130,39,498
17805,1124,73,24,130,39,109,325
64219,1125,61,86,18,25,352,3289
56838,1125,47,626,1264,1267,0,2165
86234,1125,86,33,0,0,0,12511
70887,1125,61,86,18,30,575,4875
82796,1125,61,86,18,33,14,3530
60544,1125,0,0,0,0,0,2686
86233,1125,33,47,0,0,0,12510
60399,1125,24,18,33,14,13,2667
63925,1125,61,6,190,18,1,3244
86230,1125,61,86,6,190,1478,12504
86231,1125,61,0,0,0,0,12506
70869,1125,61,86,18,179,30,4871
70862,1125,61,86,18,127,309,49
86236,1125,0,0,0,0,0,12513
86235,1125,1264,5082,0,0,0,12512
76993,1125,61,86,79,18,0,12509
76991,1125,61,86,18,210,575,12508
60540,1125,1264,0,0,0,0,2684
65858,1125,61,86,130,179,565,3551
65176,1125,61,86,565,233,12,41
84233,1125,61,86,6,73,18,11087
54324,1125,61,79,18,25,16,1886
52338,1125,61,86,6,18,187,36
70853,1125,61,86,30,575,12,37
76988,1125,61,86,18,33,3673,12505
52329,1125,61,86,18,33,309,27
55847,1125,61,86,79,18,195,2043
86238,1125,61,6,3673,3675,0,12515
76985,1125,61,18,33,611,0,12338
86237,1125,0,0,0,0,0,12514
73333,1125,61,86,73,18,130,5670
71582,1125,61,86,565,2548,10,17
70849,1125,61,86,9,567,7188,24
52537,1125,61,86,6,73,1,1711
86232,1125,61,86,187,0,0,12507
46416,1125,61,86,18,33,187,1253
37429,1125,61,86,18,25,39,880
37363,1125,61,86,1097,3673,189,876
37110,1125,61,6,18,25,39,864
45438,1125,61,86,79,18,33,1203
46397,1125,61,86,18,30,370,19
46660,1125,61,86,18,74,364,34
46691,1125,61,86,74,309,30,1294
46709,1125,61,86,18,195,127,1295
26953,1125,61,86,190,18,25,515
46770,1125,61,86,24,18,74,1300
4723,1125,190,1478,73,24,79,159
42729,1125,190,1478,73,79,130,1083
42456,1125,61,86,73,18,130,1066
42338,1125,61,86,79,18,25,30
30376,1126,73,79,25,78,192,614
10434,1126,181,3970,73,24,79,230
67390,1126,828,0,0,0,0,3919
86239,1126,181,194,2106,7397,0,12516
63910,1126,181,73,79,72,1,3242
86245,1126,1484,0,0,0,0,12522
28336,1126,181,73,79,18,39,536
26528,1126,181,73,24,79,78,504
86244,1126,0,0,0,0,0,12521
26335,1126,194,79,72,1,127,500
26039,1126,181,194,73,24,79,498
41977,1126,181,73,79,18,78,1046
25571,1126,73,79,78,1,352,489
46016,1126,181,73,24,79,18,1244
46935,1126,73,72,1,386,184,1339
21324,1126,181,73,24,79,78,412
19808,1126,73,24,79,81,25,355
48510,1126,181,194,73,79,81,1406
86241,1126,0,0,0,0,0,12518
51998,1126,181,194,73,79,72,1672
74518,1126,194,73,79,78,72,6120
51809,1126,181,194,73,79,78,1645
68527,1126,181,194,3970,182,1539,4218
33135,1126,181,73,79,25,192,706
11566,1126,24,130,39,134,352,257
86240,1126,0,0,0,0,0,12517
86248,1126,0,0,0,0,0,12525
86247,1126,0,0,0,0,0,12524
86249,1126,7398,0,0,0,0,12526
86242,1126,2106,7400,0,0,0,12519
36047,1126,194,0,0,0,0,827
38819,1126,73,79,1,127,386,923
38502,1126,73,25,192,195,72,917
57744,1126,73,24,25,192,72,2343
86243,1126,0,0,0,0,0,12520
38976,1126,73,24,79,130,1,930
86250,1126,1368,3970,525,0,0,12527
36823,1126,181,73,24,79,25,857
35634,1126,181,194,73,79,78,808
86255,1126,0,0,0,0,0,12532
86254,1126,73,78,182,9953,9954,12531
86253,1126,0,0,0,0,0,12530
86252,1126,0,0,0,0,0,12529
86246,1126,0,0,0,0,0,12523
8149,1126,181,194,73,24,79,209
33349,1126,73,79,25,192,72,707
33517,1126,181,73,79,81,25,709
86251,1126,186,0,0,0,0,12528
8767,1126,181,73,24,79,81,220
36194,1126,181,73,127,182,1539,840
47587,1128,24,73,79,195,78,1375
15409,1128,130,24,73,134,39,300
8541,1128,24,73,79,134,18,217
12915,1128,130,24,73,79,134,289
24307,1128,130,24,39,18,109,466
46060,1128,130,73,79,2014,0,1245
13740,1128,130,24,73,79,134,292
21113,1128,24,73,79,18,109,403
14824,1128,130,24,73,79,134,298
15951,1128,130,24,73,79,134,302
75439,1128,130,73,79,109,12021,6456
16480,1128,130,24,73,134,109,307
51249,1128,130,24,73,39,109,1590
49739,1128,130,167,102,306,103,1455
51378,1128,130,24,79,134,39,1609
80995,1128,130,24,73,109,184,9079
13377,1128,130,24,73,79,134,291
74226,1128,73,80,127,0,0,5984
13981,1128,130,24,73,39,18,293
18795,1128,130,24,73,79,134,333
74010,1128,130,73,79,81,601,5926
3093,1128,130,24,73,79,134,89
19261,1128,130,24,73,134,39,344
73612,1128,184,5982,0,0,0,5781
73504,1128,73,184,0,0,0,5747
12417,1128,130,24,73,39,18,288
58494,1128,130,24,73,79,109,2435
78290,1128,130,79,134,601,234,7655
23728,1128,130,24,73,39,18,461
40752,1128,130,73,79,78,181,989
31480,1128,130,24,73,79,134,680
25318,1128,73,79,134,18,78,486
29192,1128,130,24,73,79,39,546
31693,1128,130,24,18,611,81,682
28337,1128,73,79,39,18,109,536
10136,1128,24,73,79,134,39,229
55613,1128,130,24,39,18,199,2020
56720,1128,130,73,79,81,601,2142
61489,1128,130,73,79,109,185,2839
28198,1128,130,24,73,79,134,534
64726,1128,130,73,79,169,0,3369
27471,1128,130,24,73,79,39,525
64962,1128,130,73,79,81,84,3399
6634,1128,24,73,79,134,39,190
32941,1128,130,24,73,79,109,704
32361,1128,130,24,73,79,109,693
37642,1128,130,24,73,79,134,898
26040,1128,130,24,73,79,39,498
42238,1128,130,24,73,39,109,1052
68687,1128,73,109,0,0,0,4254
3094,1130,73,346,2998,24,79,89
42600,1130,73,81,79,18,39,1075
32830,1130,81,79,18,39,195,703
1937,1130,73,81,24,79,18,70
10137,1130,73,81,24,79,18,229
34024,1130,18,39,14,352,127,722
49957,1130,73,81,24,130,134,1463
9873,1130,73,81,79,39,78,228
32419,1130,73,81,346,24,79,697
49172,1130,73,81,79,130,78,1424
4038,1130,73,81,24,79,18,154
51599,1130,73,81,24,79,18,1632
180,1130,81,79,18,25,39,53
75627,1130,73,81,7408,79,130,6539
25319,1130,73,81,79,18,78,486
48152,1130,79,18,39,195,14,1394
42886,1130,73,81,24,79,18,1090
6034,1130,73,81,24,79,39,182
26041,1130,73,81,346,7408,2007,498
6635,1130,73,81,7408,2007,2009,190
23183,1130,81,79,78,84,16,450
5653,1130,73,81,24,79,18,173
78571,1130,81,18,21,15,0,7818
22961,1130,73,81,79,18,25,441
40157,1130,73,81,24,79,18,969
2479,1130,73,81,346,24,79,81
22358,1130,73,81,346,24,79,430
43963,1130,73,79,78,72,1,1118
67265,1130,73,81,79,130,78,3890
22245,1130,73,81,24,79,25,429
53373,1130,79,25,16,74,836,1799
21724,1130,73,81,24,79,18,423
11098,1130,73,81,346,79,18,238
2190,1130,73,81,24,79,18,72
47678,1130,73,81,3698,79,18,1376
20659,1130,73,346,7408,5001,24,378
10831,1130,73,81,2998,24,79,234
73273,1130,81,79,84,127,4289,5657
1206,1130,73,81,24,79,18,65
9098,1130,73,81,123,79,25,225
42730,1130,73,346,79,130,25,1083
57083,1130,73,79,78,72,185,2206
8267,1130,73,81,79,39,78,210
86259,1130,0,0,0,0,0,12549
86257,1130,73,81,79,130,292,12548
84323,1130,73,81,24,18,130,11155
86263,1130,73,81,84,16,306,12552
86256,1130,73,81,545,346,123,12547
86260,1130,79,39,14,74,309,12550
86262,1130,81,130,134,0,0,12551
23321,1131,24,39,352,127,191,455
16345,1131,285,1911,73,24,79,306
13378,1131,285,1911,73,24,79,291
79735,1131,508,206,730,989,0,8378
4898,1131,73,24,18,39,352,161
18796,1131,285,73,24,79,18,333
86266,1131,0,0,0,0,0,4480
86279,1131,0,0,0,0,0,12560
15410,1131,285,1911,73,24,18,300
17395,1131,24,130,39,102,167,320
14430,1131,285,1911,73,24,18,295
12418,1131,285,1911,73,24,18,288
17465,1131,73,24,78,127,306,321
86280,1131,24,238,319,12294,0,12561
50166,1131,73,24,39,352,184,1475
86269,1131,0,0,0,0,0,12554
35186,1131,24,130,39,352,127,787
85590,1131,24,130,134,308,319,12038
27288,1131,285,73,24,79,130,523
35412,1131,24,18,130,39,206,797
35379,1131,24,130,39,308,199,795
86267,1131,176,742,12027,12030,0,12553
31620,1131,285,1911,73,24,79,681
42262,1131,73,24,184,109,49,1054
35252,1131,73,24,130,39,127,790
86270,1131,73,24,79,81,134,12555
23729,1131,285,73,24,18,130,461
17647,1131,73,24,79,18,81,324
38127,1131,285,73,24,130,39,908
26042,1131,285,1911,73,24,79,498
86277,1131,0,0,0,0,0,12558
86275,1131,0,0,0,0,0,12556
77831,1131,24,39,216,49,234,7396
23394,1131,24,18,39,167,306,456
49679,1131,24,130,216,109,49,1453
86278,1131,9263,0,0,0,0,12559
13741,1131,285,1911,73,24,79,292
23970,1131,285,73,24,79,18,464
12916,1131,285,1911,73,24,79,289
86276,1131,0,0,0,0,0,12557
23478,1131,24,18,39,134,102,458
51291,1131,24,130,730,405,766,1597
31049,1131,24,79,1,213,238,646
49507,1131,24,130,306,216,210,1447
31311,1131,73,24,79,18,130,679
17255,1131,285,1911,73,24,18,318
3095,1131,285,73,24,79,18,89
32660,1131,285,73,24,18,81,701
68874,1131,1911,73,24,81,84,4291
31868,1131,285,1911,73,24,18,686
17806,1132,24,238,73,130,39,325
